vacunados,Dosis-disp,completos,Fecha,Una dosis,date,strfecha,new_vaccines,smooth,Por100
4737622.0,7160250.0,626881.0,17/03/21,4412639.0,2021-03-17,2021-03-17,206838.0,167753.42036168184,3.7595990109799207
4947552.0,8160250.0,646802.0,18/03/21,4663347.0,2021-03-18,2021-03-18,209930.0,186551.15113488256,3.926191580073659
5186751.0,8160250.0,674112.0,19/03/21,4895523.0,2021-03-19,2021-03-19,239199.0,201214.445399199,4.116010929069292
5459014.0,8160250.0,695667.0,20/03/21,5046896.0,2021-03-20,2021-03-20,272263.0,206102.96239180083,4.332068627536249
5612691.0,8160250.0,716768.0,21/03/21,5178215.0,2021-03-21,2021-03-21,153677.0,199731.84882775325,4.454020927067609
5781359.0,9100720.0,734463.0,22/03/21,5351319.0,2021-03-22,2021-03-22,168668.0,188393.740222889,4.5878695215700755
5926967.0,9588220.0,748752.0,23/03/21,5460096.0,2021-03-23,2021-03-23,145608.0,179081.18409869348,4.703418565539975
6119298.0,9758845.0,767979.0,24/03/21,5675286.0,2021-03-24,2021-03-24,192331.0,175586.76035500772,4.8560452287437466
6243886.0,10758845.0,809889.0,25/03/21,5901505.0,2021-03-25,2021-03-25,124588.0,178078.8099841681,4.954913589617613
6487170.0,10758845.0,811884.0,26/03/21,6167510.0,2021-03-26,2021-03-26,243284.0,185975.4194008854,5.147974641298654
6724789.0,10823845.0,823284.0,27/03/21,6230510.0,2021-03-27,2021-03-27,237619.0,198689.0167026047,5.336540161593443
6852596.0,10823845.0,825158.0,28/03/21,6518998.0,2021-03-28,2021-03-28,127807.0,218970.25086619088,5.43796300005466
7018449.0,12334445.0,850939.0,29/03/21,6905214.0,2021-03-29,2021-03-29,165853.0,250788.3613132409,5.569577716207205
7404912.0,12821945.0,885914.0,30/03/21,7186131.0,2021-03-30,2021-03-30,386463.0,292101.6420351627,5.876260248621217
7851053.0,13467220.0,945839.0,31/03/21,7403660.0,2021-03-31,2021-03-31,446141.0,328920.1779525352,6.230301002053549
8334250.0,13467220.0,968562.0,01/04/21,7924236.0,2021-04-01,2021-04-01,483197.0,344666.2229655398,6.61374800633301
8644446.0,14567220.0,998956.0,02/04/21,8113230.0,2021-04-02,2021-04-02,310196.0,334480.27407915925,6.859907909932311
8887190.0,14567920.0,1083530.0,03/04/21,8372272.0,2021-04-03,2021-04-03,242744.0,310035.1364592725,7.052540437880152
9003600.0,14567920.0,1111764.0,04/04/21,8527554.0,2021-04-04,2021-04-04,116410.0,293851.6506921903,7.144919044883449
9287405.0,15163420.0,1174175.0,05/04/21,8617038.0,2021-04-05,2021-04-05,283805.0,299166.576910331,7.370136041366316
9675517.0,15163420.0,1303245.0,06/04/21,8627366.0,2021-04-06,2021-04-06,388112.0,325501.2376408507,7.678127158291525
10089420.0,15598250.0,1472382.0,07/04/21,8818882.0,2021-04-07,2021-04-07,413903.0,354963.27807971946,8.006585044851834
10642873.0,16085750.0,1664658.0,08/04/21,9232815.0,2021-04-08,2021-04-08,553453.0,369157.09779235034,8.445784573945517
10984869.0,16413350.0,1855048.0,09/04/21,9426179.0,2021-04-09,2021-04-09,341996.0,361615.6265542411,8.717179764055468
11204183.0,16413350.0,1976517.0,10/04/21,9552933.0,2021-04-10,2021-04-10,219314.0,337842.7867442424,8.891219123357255
11395137.0,16413350.0,2069821.0,11/04/21,9673708.0,2021-04-11,2021-04-11,190954.0,320335.52463170124,9.042753051041366
11703164.0,16900850.0,2223846.0,12/04/21,9871026.0,2021-04-12,2021-04-12,308027.0,321645.0891970583,9.28719171764565
12252769.0,16900850.0,2550719.0,13/04/21,10206463.0,2021-04-13,2021-04-13,549605.0,342316.67589567107,9.723337618359048
12407625.0,16900850.0,2632006.0,14/04/21,10310521.0,2021-04-14,2021-04-14,154856.0,369889.5742439396,9.846225528041229
12912963.0,17888350.0,2954683.0,15/04/21,10581915.0,2021-04-15,2021-04-15,505338.0,395570.38527672685,10.247242798944345
13421708.0,18887345.0,3286908.0,16/04/21,10837356.0,2021-04-16,2021-04-16,508745.0,407068.1357387832,10.650963737178966
13978181.0,18887345.0,3681064.0,17/04/21,11067294.0,2021-04-17,2021-04-17,556473.0,396138.06374182197,11.092559824928692
14240830.0,18887345.0,3844491.0,18/04/21,11196970.0,2021-04-18,2021-04-18,262649.0,364619.57167628594,11.300988213819757
14368074.0,18887345.0,3927307.0,19/04/21,11253761.0,2021-04-19,2021-04-19,127244.0,330536.66503682727,11.40196427661099
14571509.0,18887345.0,4111121.0,20/04/21,11288822.0,2021-04-20,2021-04-20,203435.0,318808.89654767734,11.563402657469299
15003610.0,19574845.0,4512826.0,21/04/21,11449064.0,2021-04-21,2021-04-21,432101.0,327262.5730174472,11.906301793838438
15477517.0,21024445.0,4978670.0,22/04/21,11622868.0,2021-04-22,2021-04-22,473907.0,342252.2425040215,12.282376602781925
15874809.0,21610885.0,5347232.0,23/04/21,11807897.0,2021-04-23,2021-04-23,397292.0,341569.044760157,12.597652623171529
16214484.0,21610885.0,5646105.0,24/04/21,11961104.0,2021-04-24,2021-04-24,339675.0,318313.82440989517,12.86720595479119
16410034.0,22110885.0,5830079.0,25/04/21,12038498.0,2021-04-25,2021-04-25,195550.0,281208.126010103,13.022387095582314
16501739.0,22110885.0,5917676.0,26/04/21,12054021.0,2021-04-26,2021-04-26,91705.0,250103.20256986807,13.095160741791723
16687189.0,22110885.0,6096954.0,27/04/21,12078308.0,2021-04-27,2021-04-27,185450.0,241718.72614287073,13.242326901647074
16985391.0,22598383.0,6390272.0,28/04/21,12096308.0,2021-04-28,2021-04-28,298202.0,257651.55731611437,13.478968816994527
17357993.0,23983385.0,6752282.0,29/04/21,12235767.0,2021-04-29,2021-04-29,372602.0,283336.8291631543,13.774651780027277
17718806.0,25424355.0,7100269.0,30/04/21,12354467.0,2021-04-30,2021-04-30,360813.0,303001.1461751596,14.060979435114302
18080005.0,25424355.0,7440439.0,01/05/21,12477933.0,2021-05-01,2021-05-01,361199.0,309827.8438374423,14.347613405314316
18326726.0,25424355.0,7650150.0,02/05/21,12572997.0,2021-05-02,2021-05-02,246721.0,311423.0391000371,14.543401931200927
18471669.0,25424355.0,7792707.0,03/05/21,12625860.0,2021-05-03,2021-05-03,144943.0,323717.1739238277,14.658423256129016
18827623.0,25424355.0,8062112.0,04/05/21,12740897.0,2021-05-04,2021-05-04,355954.0,358420.50455262396,14.940894991179713
19340234.0,25623195.0,8418291.0,05/05/21,12984236.0,2021-05-05,2021-05-05,512611.0,407789.9790732926,15.347683841919055
19951121.0,26623195.0,8790655.0,06/05/21,13328238.0,2021-05-06,2021-05-06,610887.0,447714.71302810515,15.832460837850872
20540830.0,27093685.0,9092249.0,07/05/21,13715159.0,2021-05-07,2021-05-07,589709.0,451721.9389306633,16.300431767816573
21008618.0,27093685.0,9325576.0,08/05/21,14021482.0,2021-05-08,2021-05-08,467788.0,411491.475407042,16.67165076801293
21228359.0,27093685.0,9440251.0,09/05/21,14148207.0,2021-05-09,2021-05-09,219741.0,341639.3448303498,16.846028978488935
21300414.0,27093685.0,9486795.0,10/05/21,14176406.0,2021-05-10,2021-05-10,72055.0,272084.51254925923,16.903209122184688
21358971.0,27885465.0,9501366.0,11/05/21,14220401.0,2021-05-11,2021-05-11,58557.0,235508.72802324162,16.949677759675385
21589272.0,28137285.0,9637032.0,12/05/21,14368460.0,2021-05-12,2021-05-12,230301.0,242302.6878107016,17.13243598982285
21986456.0,28925575.0,9861173.0,13/05/21,14673682.0,2021-05-13,2021-05-13,397184.0,277760.70246603544,17.44762630546581
22413285.0,29128275.0,10108593.0,14/05/21,14996844.0,2021-05-14,2021-05-14,426829.0,316823.9157684289,17.78634178049897
22869482.0,29163275.0,10412991.0,15/05/21,15261062.0,2021-05-15,2021-05-15,456197.0,340412.18590987,18.148362598118446
23168462.0,29163275.0,10604476.0,16/05/21,15454195.0,2021-05-16,2021-05-16,298980.0,350095.5209244793,18.385621905066692
23301884.0,29790255.0,10652500.0,17/05/21,15544106.0,2021-05-17,2021-05-17,133422.0,364029.22245971655,18.49150059679072
23648037.0,29790255.0,10838217.0,18/05/21,15754442.0,2021-05-18,2021-05-18,346153.0,401024.7538631773,18.76619462608384
24223297.0,30375255.0,11131624.0,19/05/21,16173646.0,2021-05-19,2021-05-19,575260.0,458497.30767022434,19.22269937193657
24988066.0,32074915.0,11384107.0,20/05/21,16819083.0,2021-05-20,2021-05-20,764769.0,510272.6036924199,19.829591347705872
25626413.0,33469715.0,11584756.0,21/05/21,17386061.0,2021-05-21,2021-05-21,638347.0,527244.8858250765,20.336159569033363
26148948.0,33469715.0,11720188.0,22/05/21,17858127.0,2021-05-22,2021-05-22,522535.0,505688.65169255115,20.750823733713954
26478866.0,33469715.0,11784494.0,23/05/21,18170321.0,2021-05-23,2021-05-23,329918.0,465552.5537687608,21.012634276324672
26655760.0,34179015.0,11794554.0,24/05/21,18338034.0,2021-05-24,2021-05-24,176894.0,442103.79866667674,21.153010715696215
26953788.0,34293675.0,11832208.0,25/05/21,18610667.0,2021-05-25,2021-05-25,298028.0,462315.1334427029,21.38951455117408
27709853.0,34878675.0,11919690.0,26/05/21,19327543.0,2021-05-26,2021-05-26,756065.0,519823.8853545612,21.98949935921418
28506527.0,37765275.0,12071010.0,27/05/21,20082038.0,2021-05-27,2021-05-27,796674.0,579179.6645072952,22.621709945553363
29239997.0,37765275.0,12204779.0,28/05/21,20721248.0,2021-05-28,2021-05-28,733470.0,605857.849682646,23.203764209608924
29861331.0,37765275.0,12320589.0,29/05/21,21259657.0,2021-05-29,2021-05-29,621334.0,590474.896986077,23.69683155265322
30293682.0,37765275.0,12390240.0,30/05/21,21636247.0,2021-05-30,2021-05-30,432351.0,557541.8679056498,24.03992907963958
30477703.0,39888675.0,12415247.0,31/05/21,21796967.0,2021-05-31,2021-05-31,184021.0,544819.4845395418,24.18596123872689
30990908.0,40177665.0,12604789.0,01/06/21,22043213.0,2021-06-01,2021-06-01,513205.0,576322.3889339624,24.593221465572753
31811931.0,40762665.0,12919455.0,02/06/21,22633460.0,2021-06-02,2021-06-02,821023.0,640042.9609596102,25.2447545044669
32874857.0,42347665.0,13417362.0,03/06/21,23200887.0,2021-06-03,2021-06-03,1062926.0,690152.1731935178,26.088252685272554
33779982.0,42347665.0,13801863.0,04/06/21,23730336.0,2021-06-04,2021-06-04,905125.0,676585.8247036817,26.806525914925153
