Dates,med,high90,low90,high60,low60,week
2020-06-28,1010.4992109785894,2084.6137311456664,63.083545980495536,1221.0515753238437,795.2789251686667,26
2020-07-05,1312.284886591705,3063.6838813976983,80.44194891840588,1623.5824954631894,1041.0855700184463,27
2020-07-12,1656.2096164547322,4703.040696764068,102.53317709186425,2150.240217596576,1302.8958702152663,28
2020-07-19,2021.9583523428919,6725.668095834131,130.61827088351535,2755.072805827343,1564.1094341326816,29
