Dates,med,high90,low90,high60,low60,week
2020-06-21,729.082538993147,1422.4916432200926,449.50155451415367,881.3881755513244,586.4499870588772,25
2020-06-28,1002.5879067338747,2166.228318505701,574.5343712690467,1192.506975068381,784.8994867921203,26
2020-07-05,1311.8664432197386,3135.1425339036286,721.8675321965121,1609.1722889190355,1025.2495050473633,27
2020-07-12,1683.5621095696986,4606.210592892811,896.3470827868355,2162.989013250545,1302.5590809101625,28
