,Casos,Defunciones,Casospor100k,Defpor100k,FECHAS
2020-06-03,1281.0,274.0,5.868355335924633,1.2552141780197887,2020-06-03
2020-06-04,1381.0,234.0,6.326462700165432,1.0719712323234691,2020-06-04
2020-06-05,1595.0,212.0,7.306812459640741,0.9711876121904935,2020-06-05
2020-06-06,1382.0,253.0,6.331043773807839,1.159011631529221,2020-06-06
2020-06-07,1090.0,233.0,4.993370270224707,1.0673901586810612,2020-06-07
2020-06-08,1507.0,257.0,6.9036779791088385,1.177335926098853,2020-06-08
2020-06-09,1178.0,231.0,5.39650475075661,1.0582280113962452,2020-06-09
2020-06-10,1734.0,236.0,7.9435816959354515,1.0811333796082851,2020-06-10
2020-06-11,1142.0,248.0,5.231586099629922,1.136106263317181,2020-06-11
2020-06-12,1300.0,240.0,5.955395735130384,1.0994576741779172,2020-06-12
2020-06-13,1071.0,232.0,4.906329871018955,1.0628090850386533,2020-06-13
2020-06-14,980.0,226.0,4.489452169559828,1.0353226431842053,2020-06-14
2020-06-15,1689.0,205.0,7.737433382027092,0.9391200966936376,2020-06-15
2020-06-16,1266.0,238.0,5.799639231288513,1.0902955268931012,2020-06-16
2020-06-17,1012.0,218.0,4.636046526116884,0.9986740540449415,2020-06-17
2020-06-18,1306.0,187.0,5.982882176984833,0.8566607711302938,2020-06-18
2020-06-19,1201.0,191.0,5.501869444531994,0.8749850656999257,2020-06-19
2020-06-20,1686.0,156.0,7.723690161099868,0.7146474882156462,2020-06-20
2020-06-21,871.0,196.0,3.9901151425373578,0.8978904339119657,2020-06-21
2020-06-22,1174.0,172.0,5.378180456186978,0.7879446664941739,2020-06-22
2020-06-23,1066.0,148.0,4.883424502806916,0.6779988990763822,2020-06-23
2020-06-24,1058.0,135.0,4.846775913667652,0.6184449417250784,2020-06-24
2020-06-25,1299.0,143.0,5.950814661487977,0.6550935308643423,2020-06-25
2020-06-26,1412.0,141.0,6.468475983080079,0.6459313835795263,2020-06-26
2020-06-27,889.0,174.0,4.072574468100702,0.79710681377899,2020-06-27
2020-06-28,1249.0,152.0,5.721760979367577,0.6963231936460142,2020-06-28
2020-06-29,1314.0,170.0,6.019530766124096,0.778782519209358,2020-06-29
2020-06-30,1365.0,158.0,6.2531655218869036,0.7238096355004622,2020-06-30
2020-07-01,1828.0,168.0,8.374202618321803,0.769620371924542,2020-07-01
2020-07-02,1225.0,161.0,5.611815211949786,0.7375528564276861,2020-07-02
2020-07-03,1281.0,134.0,5.868355335924633,0.6138638680826705,2020-07-03
2020-07-04,980.0,153.0,4.489452169559828,0.7009042672884221,2020-07-04
2020-07-05,1109.0,148.0,5.080410669430459,0.6779988990763822,2020-07-05
2020-07-06,1271.0,177.0,5.822544599500553,0.8108500347062139,2020-07-06
2020-07-07,1176.0,154.0,5.387342603471794,0.7054853409308302,2020-07-07
2020-07-08,1121.0,128.0,5.135383553139355,0.5863774262282225,2020-07-08
2020-07-09,1083.0,138.0,4.961302754727852,0.6321881626523024,2020-07-09
2020-07-10,1986.0,117.0,9.098012253822265,0.5359856161617346,2020-07-10
2020-07-11,985.0,148.0,4.5123575377718685,0.6779988990763822,2020-07-11
2020-07-12,1061.0,150.0,4.860519134594876,0.6871610463611982,2020-07-12
2020-07-13,1472.0,131.0,6.743340401624558,0.6001206471554464,2020-07-13
2020-07-14,1247.0,150.0,5.712598832082762,0.6871610463611982,2020-07-14
2020-07-15,1747.0,148.0,8.003135653286755,0.6779988990763822,2020-07-15
2020-07-16,1269.0,144.0,5.813382452215737,0.6596746045067503,2020-07-16
2020-07-17,1481.0,119.0,6.78457006440623,0.5451477634465506,2020-07-17
2020-07-18,1285.0,130.0,5.886679630494265,0.5955395735130384,2020-07-18
2020-07-19,1092.0,140.0,5.002532417509523,0.6413503099371184,2020-07-19
2020-07-20,2055.0,121.0,9.414106335148416,0.5543099107313666,2020-07-20
2020-07-21,1286.0,129.0,5.8912607041366725,0.5909584998706304,2020-07-21
