Fechas,Casos,Defunciones,Casospor100k,Defuncionespor100k,G60,G50,G40,G30,G20,G10,G00,D60,D50,D40,D30,D20,D10,D00
2020-03-05,1.0,0.0,0.04222140312700156,0.0,0.0,0.0,0.3168969451134491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,1.0,0.0,0.04222140312700156,0.0,0.0,0.0,0.0,0.0,0.23630718042998455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,1.0,0.0,0.04222140312700156,0.0,0.0,0.0,0.3168969451134491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,4.0,0.0,0.16888561250800624,0.0,0.4162816061809493,0.8938148015731141,0.0,0.0,0.23630718042998455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,2.0,0.0,0.08444280625400312,0.0,0.0,0.0,0.3168969451134491,0.0,0.23630718042998455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,1.0,0.0,0.04222140312700156,0.0,0.0,0.0,0.3168969451134491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,1.0,0.0,0.04222140312700156,0.0,0.0,0.0,0.0,0.26502773515248373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,1.0,0.0,0.04222140312700156,0.0,0.0,0.0,0.0,0.26502773515248373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,2.0,0.0,0.08444280625400312,0.0,0.0,0.44690740078655705,0.0,0.26502773515248373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,4.0,0.0,0.16888561250800624,0.0,0.4162816061809493,0.44690740078655705,0.3168969451134491,0.26502773515248373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
