Fechas,Casos,Defunciones,Casospor100k,Defuncionespor100k,G60,G50,G40,G30,G20,G10,G00,D60,D50,D40,D30,D20,D10,D00
2020-02-19,1,0.0,0.005884977641204448,0.0,0.0,0.0,0.042680852643929436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,1,0.0,0.005884977641204448,0.0,0.0,0.0,0.042680852643929436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,1,0.0,0.005884977641204448,0.0,0.0,0.0,0.0,0.0,0.03593650163906384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,3,0.0,0.017654932923613344,0.0,0.0,0.0,0.0,0.07881587036365642,0.03593650163906384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,4,0.0,0.02353991056481779,0.0,0.10419629748876504,0.05546963924765419,0.0,0.03940793518182821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,3,0.0,0.017654932923613344,0.0,0.10419629748876504,0.0,0.0,0.03940793518182821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,3,0.0,0.017654932923613344,0.0,0.0,0.05546963924765419,0.0,0.03940793518182821,0.0,0.033999566165535726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,1,0.0,0.005884977641204448,0.0,0.0,0.05546963924765419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,1,0.0,0.005884977641204448,0.0,0.05209814874438252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,5,0.0,0.029424888206022237,0.0,0.0,0.05546963924765419,0.0,0.03940793518182821,0.07187300327812768,0.033999566165535726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,3,0.0,0.017654932923613344,0.0,0.05209814874438252,0.0,0.0,0.03940793518182821,0.03593650163906384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,11,0.0,0.06473475405324892,0.0,0.05209814874438252,0.22187855699061676,0.08536170528785887,0.07881587036365642,0.07187300327812768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,4,0.0,0.02353991056481779,0.0,0.0,0.05546963924765419,0.042680852643929436,0.07881587036365642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,7,0.0,0.04119484348843114,0.0,0.0,0.05546963924765419,0.08536170528785887,0.07881587036365642,0.03593650163906384,0.0,0.037629096021174646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,17,0.0,0.10004461990047561,0.0,0.15629444623314756,0.0,0.25608511586357663,0.23644761109096926,0.07187300327812768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,17,0.0,0.10004461990047561,0.0,0.15629444623314756,0.11093927849530838,0.17072341057571774,0.27585554627279746,0.03593650163906384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,14,0.0,0.08238968697686228,0.0,0.15629444623314756,0.11093927849530838,0.17072341057571774,0.07881587036365642,0.10780950491719152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,15,0.0,0.08827466461806671,0.0,0.05209814874438252,0.16640891774296257,0.17072341057571774,0.19703967590914107,0.07187300327812768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,18,0.0,0.10592959754168006,0.0,0.3125888924662951,0.11093927849530838,0.21340426321964717,0.15763174072731284,0.03593650163906384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,26,0.0,0.15300941867131565,0.0,0.20839259497753007,0.11093927849530838,0.21340426321964717,0.27585554627279746,0.14374600655625536,0.06799913233107145,0.07525819204234929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18,20,1.0,0.11769955282408895,0.005884977641204448,0.20839259497753007,0.22187855699061676,0.25608511586357663,0.07881587036365642,0.14374600655625536,0.0,0.0,0.0,0.0,0.042680852643929436,0.0,0.0,0.0,0.0
2020-03-19,22,0.0,0.12946950810649785,0.0,0.2604907437219126,0.11093927849530838,0.17072341057571774,0.23644761109096926,0.14374600655625536,0.0,0.037629096021174646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-20,34,0.0,0.20008923980095122,0.0,0.46888333869944265,0.16640891774296257,0.3414468211514355,0.3546714166364539,0.14374600655625536,0.0,0.037629096021174646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,32,0.0,0.18831928451854232,0.0,0.5730796361882077,0.05546963924765419,0.42680852643929434,0.27585554627279746,0.10780950491719152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-22,37,0.0,0.21774417272456456,0.0,0.41678518995506014,0.16640891774296257,0.3414468211514355,0.3546714166364539,0.21561900983438304,0.033999566165535726,0.07525819204234929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,39,0.0,0.22951412800697346,0.0,0.3125888924662951,0.4437571139812335,0.29876596850750603,0.3152634814546257,0.2874920131125107,0.033999566165535726,0.037629096021174646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-24,38,0.0,0.22362915036576902,0.0,0.15629444623314756,0.6101660317241961,0.5975319370150121,0.15763174072731284,0.21561900983438304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-25,46,0.0,0.27070897149540457,0.0,0.6251777849325902,0.4437571139812335,0.38412767379536494,0.4334872870001103,0.21561900983438304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-26,63,0.0,0.3707535913958802,0.0,0.46888333869944265,0.33281783548592514,0.6402127896589416,0.6305269629092514,0.5031110229468938,0.06799913233107145,0.037629096021174646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-27,62,0.0,0.3648686137546758,0.0,0.36468704121067763,0.6101660317241961,0.682893642302871,0.5911190277274232,0.43123801966876607,0.033999566165535726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-28,43,4.0,0.25305403857179126,0.02353991056481779,0.41678518995506014,0.33281783548592514,0.42680852643929434,0.3546714166364539,0.2874920131125107,0.0,0.07525819204234929,0.15629444623314756,0.0,0.042680852643929436,0.0,0.0,0.0,0.0
2020-03-29,46,2.0,0.27070897149540457,0.011769955282408895,0.5730796361882077,0.4992267532288877,0.5121702317271533,0.27585554627279746,0.1796825081953192,0.033999566165535726,0.037629096021174646,0.05209814874438252,0.05546963924765419,0.0,0.0,0.0,0.0,0.0
2020-03-30,75,3.0,0.44137332309033356,0.017654932923613344,0.7814722311657377,0.7211053102195044,0.6402127896589416,0.748750768454736,0.4671745213078299,0.0,0.0,0.10419629748876504,0.0,0.042680852643929436,0.0,0.0,0.0,0.0
2020-03-31,56,3.0,0.3295587479074491,0.017654932923613344,0.2604907437219126,0.6656356709718503,0.7682553475907299,0.4334872870001103,0.3234285147515745,0.033999566165535726,0.0,0.05209814874438252,0.05546963924765419,0.042680852643929436,0.0,0.0,0.0,0.0
2020-04-01,102,1.0,0.6002677194028537,0.005884977641204448,1.3545518673539454,1.164862424200738,0.7255744949468004,1.3792777313639875,0.10780950491719152,0.0,0.0,0.0,0.05546963924765419,0.0,0.0,0.0,0.0,0.0
2020-04-02,67,5.0,0.394293501960698,0.029424888206022237,0.6772759336769727,0.9429838672101212,0.5975319370150121,0.7093428332729078,0.1796825081953192,0.0,0.0,0.15629444623314756,0.05546963924765419,0.042680852643929436,0.0,0.0,0.0,0.0
2020-04-03,80,3.0,0.4707982112963558,0.017654932923613344,1.302453718609563,0.4992267532288877,1.1097021687421653,0.6305269629092514,0.10780950491719152,0.033999566165535726,0.0,0.05209814874438252,0.05546963924765419,0.042680852643929436,0.0,0.0,0.0,0.0
2020-04-04,83,5.0,0.48845314421996916,0.029424888206022237,0.7293740824213553,1.164862424200738,0.6402127896589416,1.1034221850911898,0.1796825081953192,0.0,0.0,0.0,0.11093927849530838,0.08536170528785887,0.03940793518182821,0.0,0.0,0.0
2020-04-05,81,7.0,0.4766831889375603,0.04119484348843114,1.0940611236320328,0.7765749494671587,0.682893642302871,0.8275666388183924,0.2515555114734469,0.033999566165535726,0.037629096021174646,0.2604907437219126,0.05546963924765419,0.042680852643929436,0.0,0.0,0.0,0.0
2020-04-06,133,5.0,0.7827020262801916,0.029424888206022237,1.198257421120798,1.4976802596866632,1.749914958401107,1.0246063147275335,0.5390475245859576,0.033999566165535726,0.0,0.05209814874438252,0.11093927849530838,0.0,0.03940793518182821,0.03593650163906384,0.0,0.0
2020-04-07,92,10.0,0.5414179429908091,0.058849776412044474,1.4587481648427105,0.9429838672101212,0.7682553475907299,0.8669745740002206,0.2515555114734469,0.0,0.0,0.20839259497753007,0.16640891774296257,0.12804255793178831,0.0,0.0,0.0,0.0
2020-04-08,140,8.0,0.8238968697686226,0.04707982112963558,1.615042611075858,1.5531498989343173,1.5365106951814598,0.9851983795457052,0.7187300327812768,0.0,0.0,0.10419629748876504,0.11093927849530838,0.08536170528785887,0.07881587036365642,0.0,0.0,0.0
2020-04-09,133,7.0,0.7827020262801916,0.04119484348843114,1.6671407598202406,1.3312713419437006,1.2804255793178831,1.2610539258185027,0.4671745213078299,0.033999566165535726,0.037629096021174646,0.3125888924662951,0.0,0.042680852643929436,0.0,0.0,0.0,0.0
2020-04-10,206,8.0,1.2123053940881163,0.04707982112963558,2.709103734707891,2.4406641268967846,1.963319221620754,1.694541212818613,0.7187300327812768,0.033999566165535726,0.0,0.15629444623314756,0.16640891774296257,0.042680852643929436,0.03940793518182821,0.0,0.0,0.0
2020-04-11,149,16.0,0.8768616685394627,0.09415964225927116,1.198257421120798,2.274255209153822,1.7072341057571774,1.3792777313639875,0.2874920131125107,0.06799913233107145,0.0,0.6251777849325902,0.11093927849530838,0.08536170528785887,0.0,0.0,0.0,0.0
