Fechas,med,high90,low90,high60,low60,week
2020-04-26,444.85152158580536,696.9728475088522,223.5162126173329,551.9801650163562,347.6743982940469,17-2020
2020-05-03,918.7728836277715,1572.9020436395217,406.56966137455714,1171.241485358256,676.6776011327406,18-2020
2020-05-10,1885.826238768623,3544.147455090786,747.0940650474417,2537.1833466026383,1311.3337162252806,19-2020
2020-05-17,3809.3211912250645,7937.133079827137,1353.887168912076,5501.453510599507,2528.4350041377975,20-2020
