Fechas,med,high90,low90,high60,low60,week
2020-05-03,928.5976839893383,1592.4905273990937,524.7120472471397,1244.3334679405598,758.3080023373709,18-2020
2020-05-10,1874.511422351195,3481.5157846120387,986.9334810081443,2624.120377867118,1473.4339120776922,19-2020
2020-05-17,3780.9578903901465,7601.425568346594,1844.8374955232,5610.507613246754,2855.858048370116,20-2020
2020-05-24,7599.698507806964,16649.832940144584,3436.2714235542644,12075.333909778366,5494.798935079321,21-2020
