Fechas,med,high90,low90,high60,low60,week
2020-05-10,1320.9407001417208,2243.0799075424957,782.8792144649125,1898.966203637672,960.7787536189236,19-2020
2020-05-17,1666.4945448786225,3594.1590468002096,724.0312473668611,2850.666343995099,955.265415561925,20-2020
2020-05-24,1732.0792242727953,5576.295236056595,554.7491252563166,3774.572377392926,705.0691033380366,21-2020
2020-05-31,1273.7989424933617,7929.1792737945225,329.3561152465777,4706.663691744388,479.5031152880795,22-2020
