Fechas,med,high90,low90,high60,low60,week
2020-05-24,1322.7593787581332,2730.0761093853916,545.9598289925598,2078.6857338636437,816.1689898074569,21-2020
2020-05-31,1068.2482267075275,3487.3676063045664,316.670335235465,1941.6867369038712,508.7626061547427,22-2020
2020-06-07,740.1301997879309,3630.039300745224,166.98870676736442,1562.3733062606439,293.58187209686906,23-2020
2020-06-14,442.10405622473627,3456.655565954283,80.00903240501225,1139.5720206203587,161.52331880136563,24-2020
