Fechas,med,high90,low90,high60,low60,week
2020-06-14,903.3947629533786,1686.9801004914166,460.896647877546,1283.5663967513449,632.6388116201257,24-2020
2020-06-21,562.5385258363176,1189.1523117346437,250.44591350030078,876.3061974097593,375.1131626835804,25-2020
2020-06-28,334.087670721412,827.0969603157646,135.24359224516752,565.2061612625221,206.38917029163414,26-2020
2020-07-05,191.0129301669249,514.3961581070407,73.20853115620366,347.00913501866887,108.67689989085073,27-2020
