Fechas,med,high90,low90,high60,low60,week
2020-04-26,13537.508164623543,29220.527952623983,5131.790407821482,17498.659507760807,10919.689384097788,17-2020
2020-05-03,27346.98238044882,65363.16306434878,9105.459500791396,36576.48218281858,21435.472363263765,18-2020
2020-05-10,55185.88210269671,145794.47302143156,16151.623771886585,76342.47642172185,42045.03724013341,19-2020
2020-05-17,111130.9860494672,323146.63558775117,28636.084488073764,158859.01351590265,82343.22779060366,20-2020
