Fechas,med,high90,low90,high60,low60,week
2020-04-19,7333.792887580931,15958.53814745375,2950.5805649131835,8973.846924349597,5863.867981224663,16-2020
2020-04-26,15031.635930851931,36864.639843321405,5252.098592282559,18974.81335209858,11610.47209046438,17-2020
2020-05-03,30791.4805480153,85015.6904478916,9347.293800167541,40090.65649954451,22978.875847531934,18-2020
2020-05-10,62999.38515910143,195305.02669303765,16630.656594838587,84567.85561783398,45439.97181276209,19-2020
