Fechas,med,high90,low90,high60,low60,week
2020-05-10,2244.548485312761,3257.3093593418525,1333.8087483976221,2705.2669196570127,1540.6643697501281,19-2020
2020-05-17,3209.555347667184,5208.450817597403,1351.803554403376,4424.034971056127,2032.8291509821925,20-2020
2020-05-24,4216.685390703504,7519.8585825407345,1174.7655139360331,6277.957014570291,2243.7436759301195,21-2020
2020-05-31,4793.3568096920635,10300.040869718006,912.0112683954728,7780.532229434575,1848.6785017473426,22-2020
