Fechas,med,high90,low90,high60,low60,week
2020-04-26,964.9807547373423,1557.6983751134426,665.9902578791158,1236.441606219702,730.0390892308156,17-2020
2020-05-03,1840.6129170619133,2916.6675393310634,1263.959961009359,2441.583916438975,1404.4231585306231,18-2020
2020-05-10,3189.7902203574995,5491.798488287279,1903.0121091127792,4480.316176780853,2400.5634086917644,19-2020
2020-05-17,5171.408782097753,9217.690100503647,2831.8111705023302,7330.465319502317,3629.095821681183,20-2020
