Fechas,med,high90,low90,high60,low60,week
2020-05-24,3086.2903934734027,6878.054869773556,1337.1834697771128,4782.327397695421,1745.9910026850746,21-2020
2020-05-31,3146.765790085491,9637.233059011298,1136.6019903779847,6367.510752393048,1573.4358941929793,22-2020
2020-06-07,2819.5016365066267,11270.12688482832,966.1640450809955,7709.318926556225,1349.1258877469356,23-2020
2020-06-14,2380.469636574472,12156.638359350518,793.4226727851828,7903.765792849052,1101.1893787717504,24-2020
