Fechas,med,high90,low90,high60,low60,week
2020-07-05,798.9193954154616,1403.3144357120439,414.88234479323484,1047.6383774272476,611.2340422710099,27-2020
2020-07-12,646.6106829687178,1215.6850341124277,266.7550944488401,878.6688051462988,473.9779988436039,28-2020
2020-07-19,520.9657592537578,980.9012932559841,179.68611707587974,731.2676646893301,356.4021835780336,29-2020
2020-07-26,421.90573783875516,821.1435123499388,122.59563115954157,619.7212978226585,271.83777046333444,30-2020
